chips_per_week,bmi
3.247240713084175,26.027259458058264
6.704285838459497,29.596631980452592
5.391963650868431,28.607997545845368
4.59195090518222,24.528987714317324
1.936111842654619,23.993826379429276
1.9359671220172159,24.85882940368828
1.3485016730091968,25.83504307472331
6.197056874649611,28.659062922169063
4.606690070459253,26.31528768021132
5.248435466776273,27.54548699475472
1.1235069657748147,24.72131153548289
6.819459112971966,30.676477600055886
5.99465584480253,28.39894670811248
2.274034664069657,25.49874274655362
2.0909498032426037,24.654756087913185
2.100427059120603,25.973479956744058
2.8254534577572263,24.33746450849264
4.148538589793427,26.48675308785546
3.591670111852695,25.721841904524997
2.7473748411882513,23.10157738722772
4.671117368334277,28.049521257598
1.836963163912251,24.59593870496453
2.752867891211309,25.31111165441726
3.19817105976215,25.485924571651857
3.7364199053022156,24.360647773287038
5.711055768358081,28.222298937881657
2.1980426929501586,24.123579456750036
4.085406630481669,25.699072052745574
4.554487413172255,27.223456328307694
1.2787024763199863,24.140519256805792
4.645269111408631,30.403601785506154
2.0231447421237494,24.689640409796258
1.390309557911677,24.05469705557816
6.69331322352,29.920306994574748
6.793792198447356,27.274393815188265
5.850384088698767,28.980690093264695
2.8276826150402243,25.48356445295981
1.5860326840383032,27.598102389573896
5.105398159072942,27.837936343715846
3.640914962437608,26.82141896842555
1.732229409068673,24.02660763632454
3.971061460667621,25.01225669637185
1.2063311266913104,25.161831573802104
6.455922412472693,30.875006443997393
2.5526798896001015,26.249763788084692
4.975133706123891,26.60607926515656
2.8702664565364655,27.548511214247906
4.120408127066865,24.841713158291817
4.280261676059678,28.016599651972022
2.109126733153162,27.816635518498764
6.817507766587351,28.695204832208788
5.650796940166687,27.931509733795867
6.6369936493851345,30.113869426893622
6.368964102565893,28.88754344190477
4.587399872866511,25.178884700840612
6.531245410138701,29.940338954375484
1.530955012311517,22.243690444184665
2.175897174514871,25.32146525537062
1.2713637334632284,22.14650012880517
2.951981984579586,27.86727998902181
3.332063738136892,24.823596547259918
2.6280941906433757,24.670620754463535
5.972425054911576,30.387185891948395
3.1405199601615355,23.922327477542908
2.6856070581242846,25.563918371655337
4.256176498949491,29.06812593016303
1.8455453498485759,21.80342956797645
5.813181884524238,29.252769049227542
1.447303862078625,24.126588825866985
6.921321619603104,31.47832025118969
5.633468615779945,26.904736272618813
2.1922940892050344,22.650067987419625
1.0331327027416144,24.022671591715284
5.892768570729005,29.516799294724585
5.241144063085702,28.665112151221656
5.374043008245923,28.968523924140573
5.627622080115675,27.733109413771075
1.4442679104045422,24.081502038226958
3.1507943712656354,26.220561955466785
1.6952143571507783,22.962730101541382
6.178620555253561,32.213006433021405
4.7397887609653475,28.398495894526096
2.985388149115895,23.7955105331351
1.3813501017161418,24.642450535010116
2.865893930293973,23.977050211011786
2.9510999321604823,26.721946824206256
5.377637070028385,30.191057852545168
4.8253448281312785,26.55939031622997
6.323276455457959,31.032995940416033
3.8332895509716955,27.219118851570784
1.7175654756298102,25.294168810747507
5.2794687233379705,31.180551941986483
5.564710291701385,28.309570176037354
4.367663185416977,26.11059157596414
5.6258030797273655,27.416692051234552
3.9627735781863445,25.531612866375454
4.136396976291964,26.8480238074292
3.565246110151298,26.790023294406524
1.1525147604645711,23.798053911552515
1.6473485619598267,25.217593147905827
